0.65625,0.6875,0.65,0
0.265625,0.25,0.3,1
0.140625,0.25,0.2,2
0.109375,0.1875,0.2,3
0.109375,0.1875,0.2,4
0.109375,0.1875,0.2,5
0.09375,0.25,0.2,6
0.078125,0.25,0.25,7
0.0625,0.25,0.25,8
0.0625,0.25,0.25,9
0.046875,0.25,0.2,10
0.046875,0.25,0.2,11
0.03125,0.25,0.2,12
0.03125,0.25,0.25,13
0.015625,0.25,0.25,14
0.0,0.25,0.2,15
