0.625,0.8125,0.65,0
0.265625,0.25,0.3,1
0.15625,0.1875,0.2,2
0.140625,0.0625,0.25,3
0.140625,0.0625,0.25,4
0.140625,0.0625,0.25,5
0.125,0.0625,0.25,6
0.078125,0.0625,0.2,7
0.0625,0.125,0.2,8
0.0625,0.125,0.2,9
0.046875,0.125,0.15,10
0.046875,0.125,0.2,11
0.046875,0.125,0.2,12
0.046875,0.125,0.2,13
0.03125,0.125,0.2,14
0.015625,0.125,0.2,15
0.0,0.125,0.2,16
