0.640625,0.8125,0.65,0
0.234375,0.375,0.3,1
0.140625,0.25,0.2,2
0.109375,0.1875,0.25,3
0.109375,0.1875,0.25,4
0.109375,0.1875,0.25,5
0.09375,0.1875,0.25,6
0.046875,0.1875,0.2,7
0.046875,0.1875,0.2,8
0.03125,0.25,0.2,9
0.03125,0.25,0.25,10
0.03125,0.25,0.25,11
0.015625,0.25,0.25,12
0.0,0.25,0.25,13
